KEYCODE,TICKER,DATE,VALUE,YoY
PBT,AAA,2023,377895554949.0,1.0309746438523928
PBT,AAA,2024,415566037160.0,0.09968490424843424
Retain_Earning,AAA,2016,161862080186.0,
Retain_Earning,AAA,2017,283769575300.0,0.7531566069947506
Retain_Earning,AAA,2018,265860134664.0,-0.06311261740116503
Retain_Earning,AAA,2019,602685892796.0,1.2669284116540749
Retain_Earning,AAA,2020,568716740171.0,-0.05636294632251837
Retain_Earning,AAA,2021,706493529920.0,0.24225907207790942
Retain_Earning,AAA,2022,721688030767.0,0.02150692144161681
Retain_Earning,AAA,2023,562622505805.0,-0.220407597439225
Retain_Earning,AAA,2024,539311728597.0,-0.04143235822862601
ST_Debt,AAA,2016,800794847498.0,
ST_Debt,AAA,2017,1417686392234.0,0.7703490434078257
ST_Debt,AAA,2018,2492406692801.0,0.7580804234661858
ST_Debt,AAA,2019,2400086574603.0,-0.03704055139342022
ST_Debt,AAA,2020,2943359269628.0,0.22635545766296494
ST_Debt,AAA,2021,2183181098128.0,-0.258268903610967
ST_Debt,AAA,2022,1887821444978.0,-0.1352886635942664
ST_Debt,AAA,2023,2625493361179.0,0.39075301224242454
ST_Debt,AAA,2024,2554855324899.0,-0.026904671451265627
TOTAL_Equity,AAA,2016,954752102324.0,
TOTAL_Equity,AAA,2017,1624970288622.0,0.7019813673796531
TOTAL_Equity,AAA,2018,2980250148691.0,0.8340336248352567
TOTAL_Equity,AAA,2019,3255238193170.0,0.09227012188885597
TOTAL_Equity,AAA,2020,4023962458501.0,0.23614992812013091
TOTAL_Equity,AAA,2021,5454381737050.0,0.3554753040817029
TOTAL_Equity,AAA,2022,6171185417465.0,0.13141795256939304
TOTAL_Equity,AAA,2023,5963870940230.0,-0.03359394722580877
TOTAL_Equity,AAA,2024,6236273953200.0,0.045675537867942984
Tangible_Fixed_Asset,AAA,2016,1338477950662.0,
Tangible_Fixed_Asset,AAA,2017,2202974097676.0,0.6458800061565657
Tangible_Fixed_Asset,AAA,2018,2113821537013.0,-0.04046918243707465
Tangible_Fixed_Asset,AAA,2019,1999153049828.0,-0.054247004856917025
Tangible_Fixed_Asset,AAA,2020,2245284822658.0,0.1231180238307299
Tangible_Fixed_Asset,AAA,2021,2022419512484.0,-0.0992592600836133
Tangible_Fixed_Asset,AAA,2022,2000004299809.0,-0.01108336452285752
Tangible_Fixed_Asset,AAA,2023,1863866579072.0,-0.06806871402726544
Tangible_Fixed_Asset,AAA,2024,2893352914210.0,0.552339071206787
Tax,AAA,2016,-23671764422.0,
Tax,AAA,2017,-64690201319.0,1.7328001481325321
Tax,AAA,2018,-41835409623.0,-0.3532960360302261
Tax,AAA,2019,-106364500455.0,1.5424515120923692
Tax,AAA,2020,-35575705867.0,-0.665530268888433
Tax,AAA,2021,-73725027577.0,1.0723419474126943
Tax,AAA,2022,-68774843766.0,-0.0671438719480969
Tax,AAA,2023,-68701731815.0,-0.001063062407655302
Tax,AAA,2024,-95784196429.0,0.3942035214909523
Total_Asset,AAA,2016,3077615978737.0,
Total_Asset,AAA,2017,4576157128799.0,0.4869162236014173
Total_Asset,AAA,2018,7529166722403.0,0.6453033649172377
Total_Asset,AAA,2019,7987454158531.0,0.06086828104953068
Total_Asset,AAA,2020,8569414400908.0,0.07285929043554362
Total_Asset,AAA,2021,10009526635291.0,0.16805258411011237
Total_Asset,AAA,2022,10795832681712.0,0.07855576742747128
Total_Asset,AAA,2023,11583445505916.0,0.07295526407501729
Total_Asset,AAA,2024,13768215584455.0,0.18861141768424394
Total_Liabilities,AAA,2016,2122863876413.0,
Total_Liabilities,AAA,2017,2951186840177.0,0.3901912755534831
Total_Liabilities,AAA,2018,4548916573712.0,0.541385489994654
Total_Liabilities,AAA,2019,4732215965361.0,0.04029517549481554
Total_Liabilities,AAA,2020,4545451942407.0,-0.03946650455538803
Total_Liabilities,AAA,2021,4555144898241.0,0.002132451504671895
Total_Liabilities,AAA,2022,4624647264247.0,0.015257992349011484
Total_Liabilities,AAA,2023,5619574565686.0,0.21513582433210665
Total_Liabilities,AAA,2024,7531941631255.0,0.34030459836696747
Account_Payable,AAH,2023,2335345392.0,
Account_Payable,AAH,2024,129996259645.0,54.66468244496829
Account_Receivable,AAH,2023,259225146737.0,
Account_Receivable,AAH,2024,386186834767.0,0.48977381102154616
COGS,AAH,2023,-194525817277.0,
COGS,AAH,2024,-1117339097279.0,4.743911594459138
Capex,AAH,2023,-10212403032.0,
Capex,AAH,2024,-94199863096.0,8.224064385319492
Cash,AAH,2023,30707946683.0,
Cash,AAH,2024,8743404474.0,-0.7152722530015212
Cash_Equivalent,AAH,2023,30707946683.0,
Cash_Equivalent,AAH,2024,8743404474.0,-0.7152722530015212
Dep_Expense,AAH,2023,75350672371.0,
Dep_Expense,AAH,2024,61782986440.0,-0.1800605821298783
EBIT,AAH,2023,11985099401.0,
EBIT,AAH,2024,35496149688.0,1.961690053654316
EBITDA,AAH,2023,87335771772.0,
EBITDA,AAH,2024,97279136128.0,0.11385213818180118
EBITDA_Margin,AAH,2023,0.375854,
EBITDA_Margin,AAH,2024,0.082994,-0.7791855348087289
EBIT_Margin,AAH,2023,0.051578,
EBIT_Margin,AAH,2024,0.030284,-0.4128504401101245
Eff_Tax_Rate,AAH,2023,0.234293,
Eff_Tax_Rate,AAH,2024,0.432936,0.8478400976554996
FCF,AAH,2023,138898221068.0,
FCF,AAH,2024,-2346873729.0,-1.0168963555541222
Fin_CF,AAH,2023,2672267367.0,
Fin_CF,AAH,2024,24587732633.0,8.20107506330971
Financial_Expense,AAH,2023,-2460598527.0,
Financial_Expense,AAH,2024,-2731258752.0,0.10999771885988774
Financial_Income,AAH,2023,7321799769.0,
Financial_Income,AAH,2024,7733585618.0,0.0562410694080262
Gross_Margin,AAH,2023,0.162849,
Gross_Margin,AAH,2024,0.046738,-0.7129979305982843
Gross_Profit,AAH,2023,37840571153.0,
Gross_Profit,AAH,2024,54782449893.0,0.4477173103835894
Interest_Expense,AAH,2023,-2460598527.0,
Interest_Expense,AAH,2024,-2731258752.0,0.10999771885988774
Inv_CF,AAH,2023,-124388381684.0,
Inv_CF,AAH,2024,-138405401985.0,0.11268753649845897
Inventory,AAH,2023,129093133831.0,
Inventory,AAH,2024,22161025590.0,-0.8283330419492975
Invested_Capital,AAH,2023,1235427866914.0,
Invested_Capital,AAH,2024,1271960102566.0,0.029570512880897404
LT_Debt,AAH,2023,720000000.0,
LT_Debt,AAH,2024,240000000.0,-0.6666666666666667
Minority_Interest,AAH,2023,0.0,
Minority_Interest,AAH,2024,0.0,
Minority_Interest_In_Earning,AAH,2023,0.0,
Minority_Interest_In_Earning,AAH,2024,0.0,
NPAT,AAH,2023,11641892622.0,
NPAT,AAH,2024,11944503019.0,0.02599323038147161
NPATMI,AAH,2023,11641892622.0,
NPATMI,AAH,2024,11944503019.0,0.02599323038147161
NPAT_Margin,AAH,2023,0.050101,
NPAT_Margin,AAH,2024,0.01019,-0.7966108460908964
Net_Revenue,AAH,2023,232366388430.0,
Net_Revenue,AAH,2024,1172121547172.0,4.044281813267067
